time,concentration
9411.50575287644,0.005848535128987546
9416.908454227114,0.0058331159380756075
9422.31115557779,0.005817735043635886
9427.713856928465,0.005802392362908771
9433.11655827914,0.005787087813244439
9438.519259629815,0.005771821312104682
9443.921960980491,0.005756592777061628
9449.324662331166,0.005741402125799567
9454.72736368184,0.005726249276113681
9460.130065032517,0.005711134145911836
9465.532766383192,0.005696056653213335
9470.935467733867,0.005681016716150684
9476.338169084544,0.005666014252968343
9481.740870435218,0.0056510491820244806
9487.143571785893,0.005636121421789732
9492.54627313657,0.005621230890848925
9497.948974487244,0.005606377507899855
9503.35167583792,0.005591561191754982
9508.754377188596,0.005576781861340221
9514.15707853927,0.00556203943569661
9519.559779889945,0.005547333833979109
9524.962481240622,0.005532664975458266
9530.365182591297,0.00551803277951898
9535.767883941971,0.005503437165662201
9541.170585292646,0.0054888780535036555
9546.573286643323,0.005474355362775559
9551.975987993997,0.005459869013325319
9557.378689344672,0.005445418925117256
9562.781390695349,0.005431005018231291
9568.184092046024,0.005416627212864666
9573.586793396698,0.005402285429330617
9578.989494747375,0.005387979588060097
9584.39219609805,0.0053737096096004465
9589.794897448724,0.005359475414617091
9595.197598799401,0.005345276923892223
9600.600300150076,0.005331114058326496
9606.00300150075,0.00531698673893768
9611.405702851427,0.005302894886862374
9616.808404202102,0.00528883842335464
9622.211105552777,0.005274817269787714
9627.613806903453,0.005260831347652632
